13	45841512	45857556	GTF2F2	45857576	+
13	48615253	48619779	NUDT15	48619795	+
13	103422451	103426031	TEX30	103422437	-
13	20315804	20325410	PSPC1	20315790	-
13	45911539	45912794	TPT1	45911524	-
13	45912933	45913631	TPT1	45912912	-
13	48654127	48655780	MED4	48654112	-
13	78474814	78475192	EDNRB	78474790	-
13	99127257	99127503	STK24	99127233	-
14	102874957	102880958	TECPR2	102880972	+
14	105176526	105177255	INF2	105177273	+
14	21556258	21556973	ARHGEF40	21556988	+
14	21957563	21960440	TOX4	21960454	+
14	23237381	23238985	OXA1L	23238999	+
14	23313719	23313814	MMP14	23313838	+
14	24707612	24707778	GMPR2	24707794	+
14	31169465	31171484	SCFD1	31171501	+
14	50196267	50199397	KLHDC1	50199421	+
14	58686448	58690318	ACTR10	58690339	+
14	65390845	65392708	CHURC1|FNTB	65392727	+
14	70235000	70235299	SRSF5	70235329	+
14	74358912	74360478	ZNF410	74360499	+
14	75356053	75356580	DLST	75356599	+
14	75474492	75475713	EIF2B2	75475733	+
14	77793249	77793790	GSTZ1	77793814	+
14	89305917	89307192	TTC8	89307208	+
14	103406081	103406166	CDC42BPB	103406065	-
14	105677649	105678449	BRF1	105677631	-
14	20793832	20794874	CCNB1IP1	20793813	-
14	21561464	21561744	ZNF219	21561450	-
14	23417243	23419522	HAUS4	23417223	-
14	24740221	24740318	RABGGTA	24740205	-
14	58758441	58764672	NA	58758426	-
14	68241850	68242576	ZFYVE26	68241832	-
14	68244486	68244842	ZFYVE26	68244453	-
14	75509202	75513078	MLH3	75509181	-
14	75581034	75583897	NEK9	75581017	-
14	78203439	78205120	SNW1	78203419	-
15	22892782	22925749	CYFIP1	22925776	+
15	25207357	25212162	SNRPN|SNURF	25212175	+
15	28917003	28919015	NA	28919033	+
15	28926990	28929260	NA	28929274	+
15	41762591	41763349	RTF1	41763369	+
15	42700523	42701479	CAPN3	42701500	+
15	64428610	64429044	SNX1	64429059	+
15	74326872	74327483	PML	74327512	+
15	75075062	75090552	CSK	75090573	+
15	99456512	99459168	IGF1R	99459192	+
15	23293531	23295540	NA	23293513	-
15	40849590	40854970	C15orf57	40849572	-
15	41130904	41136376	NA	41130885	-
15	42510051	42510520	TMEM87A	42510032	-
15	42738875	42740269	ZNF106	42738857	-
15	44862872	44864880	SPG11	44862857	-
15	52615660	52620048	MYO5A	52615642	-
15	65262578	65266939	SPG21	65262561	-
15	66792532	66792630	RPL4	66792515	-
15	75131105	75131350	ULK3	75131087	-
15	75651511	75651668	MAN2C1	75651495	-
15	89870311	89870397	POLG	89870295	-
15	90775578	90776900	CIB1	90775560	-
15	91549975	91550179	VPS33B	91549960	-
16	14966187	14968874	NOMO1	14968892	+
16	15129411	15129852	PDXDC1	15129872	+
16	2577987	2578051	AMDHD2	2578060	+
16	30783295	30783389	RNF40	30783409	+
16	30958270	30958352	FBXL19	30958372	+
16	313775	313996	ITFG3	314014	+
16	48330077	48333556	LONP2	48333572	+
16	569025	569732	RAB11FIP3	569753	+
16	668261	675419	RAB40C	675431	+
16	67262535	67262681	TMEM208	67262699	+
16	70499080	70500019	FUK	70500034	+
16	708345	708509	WDR90	708524	+
16	72139524	72139882	DHX38	72139903	+
16	843275	844033	CHTF18	844053	+
16	8733020	8734963	METTL22	8734987	+
16	88779856	88780038	CTU2	88780054	+
16	89778631	89779081	NA	89779096	+
16	89960267	89961424	TCF25	89961445	+
16	90104257	90106693	GAS8	90106707	+
16	1636294	1637198	IFT140	1636277	-
16	1828341	1828435	SPSB3	1828323	-
16	18799482	18800302	RPS15A	18799465	-
16	47347748	47399698	ITFG1	47347735	-
16	56548608	56553657	BBS2	56548593	-
16	58200606	58201110	CSNK2A2	58200589	-
16	67265742	67265941	FHOD1	67265723	-
16	67692736	67692830	ACD	67692720	-
16	69155088	69155338	CHTF8	69155074	-
16	70292148	70292882	AARS	70292121	-
16	81116587	81118067	GCSH	81116569	-
17	17062317	17064532	MPRIP	17064553	+
17	18602589	18602659	TRIM16L	18602672	+
17	25621462	25628792	WSB1	25628813	+
17	30693777	30694775	ZNF207	30694790	+
17	33319712	33321272	LIG3	33321294	+
17	34147442	34149625	TAF15	34149643	+
17	37359363	37360302	RPL19	37360329	+
17	37816527	37816662	STARD3	37816683	+
17	38324202	38324433	CASC3	38324455	+
17	39974780	39975444	FKBP10	39975461	+
17	41584566	41584845	DHX8	41584870	+
17	42427709	42427793	GRN	42427809	+
17	45755556	45755650	KPNB1	45755673	+
17	4796064	4796240	MINK1	4796273	+
17	48627674	48627874	SPATA20	48627896	+
17	58018305	58022745	RPS6KB1	58022766	+
17	61869923	61875381	DDX42	61875397	+
17	73486840	73487110	KIAA0195	73487129	+
17	73620720	73620837	NA	73620850	+
17	73689563	73695838	SAP30BP	73695862	+
17	79990705	79990803	RAC3	79990822	+
17	80013702	80013861	GPS1	80013876	+
17	15586279	15586349	TRIM16	15586266	-
17	17925187	17927937	ATPAF2	17925172	-
17	2371189	2376817	METTL16	2371171	-
17	26969116	26969292	KIAA0100	26969097	-
17	27902179	27902305	GIT1	27902161	-
17	34854422	34854918	MYO19	34854404	-
17	3518869	3524530	SHPK	3518832	-
17	42272527	42272786	ATXN7L3	42272509	-
17	42272550	42272786	ATXN7L3	42272509	-
17	42937436	42937799	EFTUD2	42937414	-
17	4849320	4849922	PFN1	4849293	-
17	4862968	4863054	SPAG7	4862939	-
17	56082979	56083161	SRSF1	56082962	-
17	57079103	57089688	TRIM37	57079076	-
17	57148330	57153007	TRIM37	57148309	-
17	61511982	61512446	CYB561	61511956	-
17	61910804	61910946	SMARCD2	61910781	-
17	62574713	62576906	SMURF2	62574695	-
17	63010963	63014370	GNA13	63010948	-
17	7150202	7150382	CTDNEP1	7150182	-
17	7222011	7222368	NEURL4	7221994	-
17	73038783	73043019	ATP5H	73038755	-
17	76109312	76109628	TMC6	76109293	-
17	78188583	78188831	SGSH	78188565	-
17	79556146	79563141	NPLOC4	79556131	-
17	79580543	79589191	NPLOC4	79580521	-
17	79804961	79805118	P4HB	79804949	-
17	79862840	79862941	PCYT2	79862821	-
17	80209419	80210309	CSNK1D	80209404	-
18	12420493	12421520	SLMO1	12421538	+
18	32823258	32834174	ZNF397	32834195	+
18	33724998	33725896	ELP2	33725910	+
18	33739794	33739904	ELP2	33739920	+
18	21751477	21752339	OSBPL1A	21751463	-
18	224201	224923	THOC1	224180	-
18	43459193	43460039	EPG5	43459180	-
18	43675114	43678137	ATP5A1	43675098	-
18	47311743	47313660	ACAA2	47311722	-
18	67688070	67691957	RTTN	67688054	-
18	683396	685920	ENOSF1	683381	-
19	10197977	10200306	C19orf66	10200332	+
19	14031736	14034130	CC2D1A	14034145	+
19	2247022	2247564	SF3A2	2247592	+
19	3573799	3574338	HMG20B	3574380	+
19	39964162	39964586	SUPT5H	39964602	+
19	40871838	40872304	PLD3	40872325	+
19	41084119	41084353	SHKBP1	41084367	+
19	41257387	41263214	SNRPA	41263236	+
19	42365282	42373068	RPS19	42373100	+
19	42866366	42866517	MEGF8	42866535	+
19	45572507	45573243	CLASRP	45573279	+
19	49403630	49404025	NUCB1	49404042	+
19	50149460	50149761	SCAF1	50149782	+
19	15491445	15507960	AKAP8L	15491424	-
19	39380799	39384053	SIRT2	39380785	-
19	39437246	39439206	FBXO17|SARS2	39437208	-
19	40746029	40747844	AKT2	40746018	-
19	41220059	41220182	ADCK4	41220039	-
19	49364772	49364876	PLEKHA4	49364759	-
19	5595522	5598803	SAFB2	5595509	-
19	5679435	5679596	C19orf70	5679408	-
19	5790374	5791054	DUS3L	5790347	-
1	100477090	100480840	SLC35A3	100480857	+
1	116936346	116937712	ATP1A1	116937731	+
1	12008125	12009813	PLOD1	12009829	+
1	150318968	150321619	PRPF3	150321632	+
1	153751362	153751571	SLC27A3	153751589	+
1	154306742	154306958	ATP8B2	154306978	+
1	154317262	154317429	ATP8B2	154317446	+
1	154950591	154951181	CKS1B	154951200	+
1	155282187	155287710	FDPS	155287731	+
1	155701207	155701714	DAP3	155701734	+
1	161127108	161127388	UFC1	161127406	+
1	165619202	165620230	MGST3	165620250	+
1	179318078	179319411	SOAT1	179319430	+
1	196694428	196695585	CFH	196695599	+
1	205240384	205240923	TMCC2	205240940	+
1	212515623	212519131	PPP2R5A	212519144	+
1	223931921	223932986	CAPN2	223933007	+
1	228335401	228336058	GUK1	228336071	+
1	229407118	229422214	RAB4A	229422232	+
1	2489908	2491241	TNFRSF14	2491261	+
1	32573736	32620169	KPNA6	32620188	+
1	36784766	36784849	SH3D21	36784860	+
1	44132227	44132609	KDM4A	44132624	+
1	46068038	46070588	NASP	46070607	+
1	46499939	46500498	MAST2	46500500	+
1	52880320	52880412	PRPF38A	52880433	+
1	101458311	101460665	DPH5	101458297	-
1	115263359	115266503	CSDE1	115263339	-
1	1233509	1233749	ACAP3	1233494	-
1	145601639	145601747	POLR3C	145601623	-
1	153925127	153925280	CRTC2	153925112	-
1	154192437	154192817	C1orf43	154192414	-
1	154924425	154926146	PBXIP1	154924398	-
1	155630725	155631097	YY1AP1	155630705	-
1	179835005	179846373	TOR1AIP2	179834990	-
1	202914324	202915566	ADIPOR1	202914298	-
1	205696953	205698699	NUCKS1	205696934	-
1	20827930	20828561	MUL1	20827913	-
1	224588788	224592131	WDR26	224588772	-
1	226043662	226044352	TMEM63A	226043642	-
1	26609461	26610632	UBXN11	26609429	-
1	28907181	28907622	NA	28907159	-
1	29522568	29522709	MECR	29522526	-
1	33477744	33478807	AK2	33477724	-
1	35917393	35919157	KIAA0319L	35917378	-
1	3656967	3659367	NA	3656952	-
1	3697918	3698075	LRRC47	3697901	-
1	40034631	40035266	PABPC4	40034612	-
1	43917703	43917875	HYI	43917685	-
1	43917718	43917875	HYI	43917685	-
1	47108989	47110832	ATPAF1	47108974	-
1	67891987	67895670	SERBP1	67891969	-
1	78430057	78430330	FUBP1	78430042	-
20	17585277	17587659	DSTN	17587681	+
20	1903292	1905386	SIRPA	1905409	+
20	330008	330259	NRSN2	330281	+
20	34145021	34145171	ERGIC3	34145195	+
20	37395021	37396088	ACTR5	37396106	+
20	37662961	37667121	DHX35	37667141	+
20	3845436	3846309	MAVS	3846329	+
20	4158225	4162427	SMOX	4162449	+
20	47841737	47842951	DDX27	47842966	+
20	61867798	61869236	BIRC7	61869254	+
20	62701989	62703210	TCEA2	62703222	+
20	25478998	25481475	NINL	25478983	-
20	33703762	33706400	EDEM2	33703737	-
20	35282127	35284762	NDRG3	35282105	-
20	36631196	36634598	TTI1	36631179	-
20	60712019	60712419	PSMA7	60712006	-
20	62577342	62577513	UCKL1	62577329	-
21	38570327	38572514	TTC3	38572532	+
21	45538715	45539249	PWP2	45539267	+
21	47970658	47971529	DIP2A	47971546	+
21	27254102	27264033	APP	27254083	-
21	34832829	34837648	TMEM50B	34832813	-
21	37416268	37417879	SETD4	37416255	-
21	40553828	40555177	PSMG1	40553805	-
21	46271558	46275124	PTTG1IP	46271543	-
21	47655361	47656742	MCM3AP	47655341	-
22	19422418	19423149	MRPL40	19423160	+
22	21381247	21381786	P2RX6	21381796	+
22	30367052	30374413	MTMR3	30374430	+
22	38021084	38021783	GGA1	38021803	+
22	39064138	39066874	CBY1	39066888	+
22	43547611	43555197	TSPO	43555215	+
22	44559811	44564460	PARVB	44564481	+
22	50635781	50635865	TRABD	50635877	+
22	50832565	50845095	PPP6R2	50845117	+
22	50878479	50879234	PPP6R2	50879250	+
22	51043872	51043968	MAPK8IP2	51043989	+
22	51048739	51049118	MAPK8IP2	51049134	+
22	19044700	19050714	DGCR2	19044676	-
22	22118552	22123483	MAPK1	22118530	-
22	42466389	42466766	NAGA	42466378	-
22	50685177	50685303	HDAC10	50685165	-
2	105713783	105716106	MRPS9	105716127	+
2	114391810	114392604	RABL2A	114392627	+
2	11907985	11911477	LPIN1	11911497	+
2	172584929	172585212	DYNC1I2	172585226	+
2	202339479	202340328	STRADB	202340341	+
2	203160561	203162080	NOP58	203162101	+
2	217364122	217364648	RPL37A	217364671	+
2	220111599	220111817	STK16	220111834	+
2	220498180	220498587	SLC4A3	220498601	+
2	232196610	232209660	ARMC9	232209686	+
2	238434449	238435971	MLPH	238436019	+
2	24207702	24222524	UBXN2A	24222541	+
2	242274628	242275373	SEPT2	242275389	+
2	242403396	242405071	FARP2	242405088	+
2	27822546	27822819	ZNF512	27822836	+
2	55462099	55462545	RPS27A	55462563	+
2	55462099	55462548	RPS27A	55462563	+
2	71654545	71655660	ZNF638	71655676	+
2	74682302	74682517	INO80B	74682532	+
2	85848703	85850728	USP39	85850768	+
2	96934397	96934993	CIAO1	96935005	+
2	103348886	103353104	MFSD9	103348869	-
2	170388019	170393736	FASTKD1	170388001	-
2	170669035	170671986	METTL5	170669017	-
2	178096759	178097119	NFE2L2	178096737	-
2	242438608	242438671	STK25	242438590	-
2	26437446	26437921	HADHA	26437431	-
2	27590711	27590891	EIF2B4	27590690	-
2	27603133	27603338	ZNF513	27603116	-
2	27700496	27700861	IFT172	27700480	-
2	36780340	36782825	FEZ2	36780323	-
2	38973342	38973835	SRSF7	38973322	-
2	44145291	44145394	LRPPRC	44145273	-
2	61415872	61416044	USP34	61415845	-
2	62095857	62096574	CCT4	62095842	-
2	65316225	65318116	RAB1A	65316205	-
2	68274469	68290089	C1D	68274452	-
2	97285514	97297048	KANSL3	97285500	-
2	97297258	97302657	KANSL3	97297220	-
2	99788124	99790377	MITD1	99788110	-
3	101293124	101298615	PCNP	101298633	+
3	10157504	10167295	BRK1	10167309	+
3	113497683	113499879	ATP6V1A	113499896	+
3	135759805	135768085	PPP2R3A	135768100	+
3	170015182	170016769	PRKCI	170016782	+
3	183855594	183855661	EIF2B5	183855685	+
3	183881515	183882040	DVL3	183882054	+
3	183904664	183905151	ABCF3	183905184	+
3	183906933	183907021	ABCF3	183907042	+
3	184566984	184567705	VPS8	184567723	+
3	186505054	186505267	EIF4A2	186505283	+
3	23958665	23959327	RPL15	23959340	+
3	3186395	3188099	TRNT1	3188113	+
3	33414653	33414732	FBXL2	33414751	+
3	38038679	38038959	VILL	38038973	+
3	40353063	40353446	EIF1B	40353460	+
3	45043101	45046767	EXOSC7	45046782	+
3	52283339	52283671	PPM1M	52283685	+
3	69987201	69988223	MITF	69988248	+
3	9960294	9962150	IL17RC	9962174	+
3	112724878	112727017	C3orf17	112724852	-
3	122152653	122156016	KPNA1	122152636	-
3	129284873	129285369	PLXND1	129284861	-
3	131188631	131190014	MRPL3	131188618	-
3	148759468	148759952	HLTF	148759456	-
3	155546181	155547476	SLC33A1	155546167	-
3	15614767	15616483	HACL1	15614750	-
3	182738044	182740204	MCCC1	182738026	-
3	183645247	183646534	ABCC5	183645232	-
3	185766668	185769818	ETV5	185766650	-
3	196792336	196792578	DLG1	196792320	-
3	37893002	37903191	NA	37892984	-
3	42835782	42845927	HIGD1A	42835768	-
3	48457879	48459319	PLXNB1	48457861	-
3	48460468	48460652	PLXNB1	48460449	-
3	49138126	49138787	QARS	49138108	-
3	49395200	49395459	GPX1	49395181	-
4	144466737	144467062	SMARCA5	144467077	+
4	187074925	187075601	FAM149A	187075621	+
4	2877838	2883603	ADD1	2883624	+
4	3142384	3144471	HTT	3144492	+
4	38907483	38910197	FAM114A1	38910212	+
4	84378112	84379477	MRPS18C	84379498	+
4	995352	995438	IDUA	995466	+
4	100869705	100869967	H2AFZ	100869681	-
4	103720678	103722610	UBE2D3	103720658	-
4	140216319	140216885	NDUFC1	140216301	-
4	152100569	152108574	SH3D19	152100550	-
4	1836730	1838155	LETM1	1836710	-
4	184577128	184580081	RWDD4	184577115	-
4	57219780	57220204	AASDH	57219763	-
4	83277859	83277948	HNRNPD	83277837	-
4	844890	845537	GAK	844873	-
5	10263427	10264749	CCT5	10264767	+
5	132439719	132439902	HSPA4	132439924	+
5	139921867	139928473	ANKHD1|ANKHD1-EIF4EBP3	139928490	+
5	145883103	145883371	TCERG1	145883386	+
5	159849411	159849702	PTTG1	159849715	+
5	175815975	175816311	HIGD2A	175816331	+
5	31541119	31541368	C5orf22	31541387	+
5	458141	459458	EXOC3	459473	+
5	65372778	65374233	ERBB2IP	65374250	+
5	70942105	70944896	MCCC2	70944923	+
5	72794384	72794940	BTF3	72794958	+
5	79755314	79768567	ZFYVE16	79768579	+
5	1079630	1081691	SLC12A7	1079612	-
5	132159234	132159314	SHROOM1	132159215	-
5	1330547	1331913	CLPTM1L	1330499	-
5	145522669	145522974	LARS	145522648	-
5	148386656	148388413	SH3TC2	148386641	-
5	149379898	149380036	TIGD6	149379880	-
5	176916843	176917870	PDLIM7	176916834	-
5	177576860	177577888	NHP2	177576840	-
5	177578013	177580491	NHP2	177577995	-
5	177684584	177686721	COL23A1	177684569	-
5	180664743	180665098	GNB2L1	180664720	-
5	180665268	180666066	GNB2L1	180665240	-
5	54922502	54923718	SLC38A9	54922488	-
5	71524211	71528269	MRPS27	71524196	-
5	72849331	72850146	ANKRA2	72849312	-
5	76989193	77004066	TBCA	76989178	-
6	10709310	10709450	PAK1IP1	10709470	+
6	110085186	110086201	FIG4	110086215	+
6	138725735	138726261	HEBP2	138726281	+
6	168418721	168430155	KIF25	168430171	+
6	170863552	170865952	TBP	170865969	+
6	31603243	31603343	PRRC2A	31603358	+
6	31960700	31960850	C4A	31960866	+
6	348842	350802	DUSP22	350821	+
6	35255623	35258029	ZNF76	35258042	+
6	41040824	41046743	NFYA	41046767	+
6	41757075	41757246	PRICKLE4|TOMM6	41757268	+
6	43041704	43042344	KLC4	43042359	+
6	43189517	43190030	CUL9	43190053	+
6	7393537	7395239	RIOK1	7395285	+
6	109767079	109767338	MICAL1	109767066	-
6	133097583	133100406	SLC18B1	133097569	-
6	170844510	170846321	PSMB1	170844494	-
6	31508344	31509726	DDX39B|ATP6V1G2-DDX39B	31508312	-
6	31612005	31612083	BAG6	31611972	-
6	31655903	31656025	ABHD16A	31655881	-
6	31851759	31852168	EHMT2	31851728	-
6	32095540	32095893	ATF6B	32095528	-
6	33261105	33261189	RGL2	33261084	-
6	33261713	33261810	RGL2	33261694	-
6	34256733	34261227	NUDT3	34256709	-
6	42176133	42176595	MRPS10	42176111	-
6	49416665	49419178	MUT	49416641	-
6	53381039	53385575	GCLC	53381021	-
6	91269954	91271340	MAP3K7	91269934	-
7	107207632	107211572	DUS4L	107211589	+
7	135315219	135320311	NUP205	135320328	+
7	142961770	142962038	GSTK1	142962084	+
7	148451243	148454059	CUL1	148454074	+
7	148989400	148990445	ZNF783	148990467	+
7	150747344	150747543	ASIC3	150747567	+
7	20793130	20795032	ABCB5	20795049	+
7	23313234	23313672	GPNMB	23313683	+
7	2411485	2412281	EIF3B	2412307	+
7	30811173	30818033	FAM188B	30818047	+
7	44795899	44796008	ZMIZ2	44796023	+
7	4827408	4827743	AP5Z1	4827784	+
7	73791153	73795120	CLIP2	73795135	+
7	74131271	74133179	GTF2I	74133197	+
7	74171194	74172272	GTF2I	74172291	+
7	74550868	74552575	GTF2IRD2B	74552591	+
7	94157563	94162500	CASD1	94162516	+
7	150912186	150912689	ABCF2	150912169	-
7	26233331	26235466	HNRNPA2B1	26233315	-
7	33055500	33057050	NT5C3A	33055483	-
7	43685017	43687133	COA1	43684999	-
7	44012316	44012808	NA	44012291	-
7	75070414	75070709	POM121C	75070394	-
7	76255021	76255316	POMZP3	76255001	-
7	76943821	76950041	GSAP	76943807	-
7	97939917	97941408	BAIAP2L1	97939905	-
7	99001149	99002484	PDAP1	99001129	-
7	99752805	99752884	C7orf43	99752788	-
8	109462166	109462629	EMC2	109462656	+
8	109488193	109488990	EMC2	109489010	+
8	144100004	144102286	LY6E	144102333	+
8	144643999	144644083	GSDMD	144644128	+
8	144643999	144644111	GSDMD	144644128	+
8	145313818	145314126	MROH1	145314142	+
8	21959363	21959655	FAM160B2	21959685	+
8	23152378	23153452	R3HCC1	23153479	+
8	41472568	41476185	AGPAT6	41476202	+
8	66557020	66582085	MTFR1	66582107	+
8	67364341	67366274	ADHFE1	67366293	+
8	98817693	98827531	LAPTM4B	98827555	+
8	102212352	102213834	ZNF706	102212326	-
8	117661187	117668094	EIF3H	117661166	-
8	126051219	126052036	KIAA0196	126051202	-
8	146015874	146016661	RPL8	146015856	-
8	17915154	17916343	ASAH1	17915133	-
8	25290170	25290845	KCTD9	25290154	-
8	48707076	48710797	PRKDC	48707063	-
8	74621413	74650518	STAU2	74621398	-
8	99120997	99129259	HRSP12	99120980	-
9	103004962	103008886	INVS	103008897	+
9	116357261	116357860	RGS3	116357878	+
9	117350201	117354812	ATP6V1G1	117354831	+
9	125759641	125760854	RABGAP1	125760875	+
9	129154475	129157833	MVB12B	129157853	+
9	35608507	35608842	TESK1	35608858	+
9	35801152	35801630	NPR2	35801639	+
9	37425992	37426519	GRHPR	37426534	+
9	37501842	37503015	POLR1E	37503039	+
9	5765799	5768946	KIAA1432	5768969	+
9	90344651	90345275	CTSL	90345295	+
9	113013761	113018691	TXN	113013743	-
9	114326555	114332370	PTGR1	114326543	-
9	115934003	115935732	FKBP15	115933987	-
9	128432207	128434594	MAPKAP1	128432187	-
9	131023566	131023732	GOLGA2	131023539	-
9	131398064	131398559	WDR34	131398047	-
9	134514213	134518625	RAPGEF1	134514179	-
9	136037933	136039140	RALGDS|GBGT1	136037920	-
9	140069968	140070159	ANAPC2	140069925	-
9	26884901	26886101	CAAP1	26884884	-
9	33933645	33935836	UBAP2	33933627	-
9	35813154	35813262	HINT2	35813143	-
9	36351217	36352738	RNF38	36351197	-
9	74978548	74979611	ZFAND5	74978523	-
9	86593214	86593287	HNRNPK	86593195	-
9	90582560	90584108	CDK20	90582547	-
9	90585561	90585690	CDK20	90585546	-
9	95007368	95009658	IARS	95007354	-
X	129059172	129059873	UTP14A	129059894	+
X	153042836	153042961	PLXNB3|SRPK3	153042982	+
X	153699661	153699819	PLXNA3	153699830	+
X	47065513	47065623	UBA1	47065646	+
X	48340104	48340769	FTSJ1	48340796	+
X	70504304	70510460	NONO	70510478	+
X	70516898	70517210	NONO	70517226	+
X	128605323	128614677	SMARCA1	128605304	-
X	153198060	153199395	NAA10	153198038	-
X	153229751	153230028	HCFC1	153229736	-
X	48751115	48751182	TIMM17B	48751101	-
X	49036186	49040186	PRICKLE3	49036156	-
X	9711733	9714083	GPR143	9711714	-
17	73587328	73587681	MYO15B	73587696	+
7	102074109	102076648	ORAI2,PRKRIP1,PMS2L12	102076676	+
6	52546713	52548863	TMEM14A	52548875	+
3	39448256	39449093	MOBP,SNORA62,RPSA	39449111	+
5	138724291	138725368	MZB1,MGC29506	138724275	-
14	23242938	23243141	SLC7A7	23242926	-
3	184587317	184588487	VPS8	184588503	+
