Sample_Name	Weight	Mutation_Info	SJ_File
TCGA-KM-8442	7.534	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KM-8442-01A-11R-2315-07.SJ.out.tab
TCGA-KM-8443	8.1459	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KM-8443-01A-11R-2315-07.SJ.out.tab
TCGA-KM-8476	7.1489	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KM-8476-01A-11R-2315-07.SJ.out.tab
TCGA-KM-8477	7.8821	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KM-8477-01A-11R-2315-07.SJ.out.tab
TCGA-KM-8639	7.8423	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KM-8639-01A-11R-2403-07.SJ.out.tab
TCGA-KN-8418	8.2503	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8418-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8419	6.6776	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8419-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8421	7.6485	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8421-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8422	9.406	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8422-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8423	9.0299	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8423-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8424	8.218	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8424-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8425	8.7777	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8425-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8426	7.9799	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8426-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8427	7.4733	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8427-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8428	8.3531	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8428-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8429	7.6502	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8429-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8430	7.3954	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8430-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8431	4.0992	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8431-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8432	4.4788	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8432-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8433	6.577	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8433-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8434	7.344	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8434-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8435	7.6377	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8435-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8436	8.2317	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8436-01A-11R-2315-07.SJ.out.tab
TCGA-KN-8437	8.3261	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KN-8437-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8403	8.7989	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8403-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8404	5.1835	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8404-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8405	7.2089	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8405-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8406	8.035	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8406-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8407	7.5599	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8407-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8408	6.237	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8408-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8409	7.7578	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8409-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8410	8.5887	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8410-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8411	7.3415	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8411-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8413	6.8181	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8413-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8414	7.9735	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8414-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8415	6.5338	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8415-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8416	7.7222	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8416-01A-11R-2315-07.SJ.out.tab
TCGA-KO-8417	7.3032	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/KICH/TCGA-KO-8417-01A-11R-2315-07.SJ.out.tab
