Sample_Name	Weight	Mutation_Info	SJ_File
TCGA-NA-A4QX	6.2502	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NA-A4QX-01A-11R-A28V-07.SJ.out.tab
TCGA-NA-A4QY	4.8699	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NA-A4QY-01A-11R-A28V-07.SJ.out.tab
TCGA-NA-A4R0	5.5138	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NA-A4R0-01A-11R-A28V-07.SJ.out.tab
TCGA-NA-A4R1	5.369	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NA-A4R1-01A-11R-A28V-07.SJ.out.tab
TCGA-NA-A5I1	5.4712	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NA-A5I1-01A-21R-A28V-07.SJ.out.tab
TCGA-ND-A4W6	4.3374	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-ND-A4W6-01A-11R-A28V-07.SJ.out.tab
TCGA-ND-A4WA	6.2955	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-ND-A4WA-01A-12R-A28V-07.SJ.out.tab
TCGA-ND-A4WC	5.3002	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-ND-A4WC-01A-21R-A28V-07.SJ.out.tab
TCGA-ND-A4WF	5.1362	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-ND-A4WF-01A-11R-A28V-07.SJ.out.tab
TCGA-NF-A4WU	5.0856	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NF-A4WU-01A-11R-A28V-07.SJ.out.tab
TCGA-NF-A4WX	4.9422	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NF-A4WX-01A-11R-A28V-07.SJ.out.tab
TCGA-NF-A4X2	5.7582	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NF-A4X2-01A-11R-A28V-07.SJ.out.tab
TCGA-NF-A5CP	5.8155	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NF-A5CP-01A-12R-A28V-07.SJ.out.tab
TCGA-NG-A4VU	5.1635	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NG-A4VU-01A-11R-A28V-07.SJ.out.tab
TCGA-NG-A4VW	4.6203	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-NG-A4VW-01A-11R-A28V-07.SJ.out.tab
TCGA-QM-A5NM	4.3936	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-QM-A5NM-01A-11R-A28V-07.SJ.out.tab
TCGA-QN-A5NN	5.1516	None	/sshare3/home/yshira/mypaper/savnet_paper/analysis/TCGA/data/junction/UCS/TCGA-QN-A5NN-01A-11R-A28V-07.SJ.out.tab
